Source code repositories,,Issue tracking systems,,Architectural documentation,
System,# papers,System,# papers,System,# papers
Hadoop,18,Hadoop,16,<Industry>,6
<Industry>,14,Camel,12,<GitHub>,2
Camel,13,<Industry>,11,ROS dataset,2
CXF,12,CXF,11,Ant,1
Cassandra,11,Cassandra,8,ArgoUML,1
PDFBox,11,OpenJPA,8,Unix,1
Lucene,9,Wicket,8,Eclipse,1
OpenJPA,9,Hbase,7,<Google Code>,1
Hbase,8,PDFBox,7,Hadoop,1
Struts,8,Avro,6,HDFS,1
Wicket,8,Derby,4,HealthWatcher,1
Ant,7,Ivy,4,Home Assistant,1
ArgoUML,7,Mahout,4,JFreeChart,1
Avro,7,Pig,4,Lucene,1
<GitHub>,7,Struts,4,MSLite,1
Tomcat,7,Zookeeper,4,Mediastore,1
Derby,6,Eclipse,3,MobileMedia,1
Xerces,6,<GitHub>,3,OpenEHR,1
Ivy,5,Nutch,3,OpenKM,1
Jena,5,Tika,3,SalesPlus,1
mina,5,ActiveMQ,2,<Sourceforge>,1
Tika,5,Apache,2,SweetHome3D,1
ActiveMQ,4,HDFS,2,Teammates,1
Eclipse,4,Hive,2,Teastore,1
Freecol,4,Httpd,2,Tigris,1
HealthWatcher,4,Lucene,2,VLC,1
Hibernate,4,PHP,2,<Book>,1
jgit,4,airflow,1,AspectualMedia,1
JGraph,4,allura,1,AspectualWatcher,1
Jspwiki,4,Android,1,Audacity,1
JUnit,4,ArgoUML,1,GIMP,1
Log4j,4,bitbake,1,PDP,1
Mahout,4,celery,1,MIDAS,1
Pig,4,certbot,1,,
poi,4,chatterBot,1,,
Zookeeper,4,cherrypy,1,,
Antlr,3,Chrome,1,,
Azureus,3,Chromium,1,,
Chukwa,3,cobbler,1,,
egit,3,codespeed,1,,
Elasticsearch,3,Continuum,1,,
Fastjson,3,deluge,1,,
Freemind,3,Dopler,1,,
Hive,3,dymos,1,,
JackRabbit,3,eShopOnContainers,1,,
java-client,3,Flink,1,,
JBoss,3,gajim,1,,
JFreechart,3,gensim,1,,
JMeter,3,goa,1,,
Jung,3,Groovy,1,,
jvm-core,3,gunicorn,1,,
linuxtools,3,"Hadoop, ofBiz",1,,
MIDAS,3,"Hadoop, Spark",1,,
MobileMedia,3,HealthWatcher,1,,
Nutch,3,Hibernate,1,,
okhttp,3,horizon,1,,
platform.ui,3,Ignite,1,,
ROS dataset,3,ipython,1,,
spymemcached,3,JackRabbit,1,,
testNG,3,JBoss,1,,
Weka,3,JDT,1,,
Accumulo,2,JSPWiki,1,,
AspectualMedia,2,Kafka,1,,
AspectualWatcher,2,Karaf,1,,
checkstyle,2,keras,1,,
Druid,2,libcloud,1,,
eShopOnContainers,2,light-4j,1,,
Findbugs,2,Log4j,1,,
Httpd,2,Microservices-demo,1,,
Jackson,2,MIDAS,1,,
Jasperreports,2,MINA,1,,
JDT,2,mitmproxy,1,,
Jedit,2,MobileMedia,1,,
JGraphpad,2,Moleculer,1,,
Jhotdraw,2,mwlib,1,,
jrefactory,2,Mylyn,1,,
JStock,2,Nifi,1,,
junit5,2,nltk,1,,
maven,2,offlineimap,1,,
NUnit,2,openPDC,1,,
OpenPOS,2,OpenPOS,1,,
PDP,2,pandas,1,,
pgjdbc,2,PDP,1,,
PHP,2,SoftServe,1,,
quilt,2,Solr,1,,
Retrofit,2,Spark,1,,
Roller,2,Tajo,1,,
rxjava,2,Thunderbird,1,,
UniNFe,2,Tomcat,1,,
Unix,1,UniNFe,1,,
Achilles,1,Xerces,1,,
Agilefant,1,,,,
Aion,1,,,,
airflow,1,,,,
allura,1,,,,
Alogcat,1,,,,
Andless,1,,,,
Android,1,,,,
Android VNC,1,,,,
Anstop,1,,,,
Ant-ivy,1,,,,
aoi,1,,,,
Apache,1,,,,
Appsorganizer,1,,,,
AppSoundmanager,1,,,,
aspectj,1,,,,
assertj-core,1,,,,
Athena,1,,,,
Atrium,1,,,,
axion,1,,,,
AzureSDK,1,,,,
Bach,1,,,,
Beehive,1,,,,
bitbake,1,,,,
c_jdbc,1,,,,
Calcite,1,,,,
Cassette,1,,,,
CastleCore,1,,,,
castor,1,,,,
cayenne,1,,,,
CCNET,1,,,,
celery,1,,,,
certbot,1,,,,
chatterBot,1,,,,
Chemistry,1,,,,
cherrypy,1,,,,
chiliproject,1,,,,
Chrome,1,,,,
Chromium,1,,,,
Clone,1,,,,
cobbler,1,,,,
cobertura,1,,,,
codespeed,1,,,,
collections,1,,,,
colt,1,,,,
columba,1,,,,
Comm_4,1,,,,
commApp,1,,,,
Commons-Math,1,,,,
compiere,1,,,,
Continuum,1,,,,
Crawljax,1,,,,
Csipsimple,1,,,,
deluge,1,,,,
DemoSite,1,,,,
Diskusage,1,,,,
displaytag,1,,,,
django-fiber,1,,,,
django-oscar,1,,,,
django-shop,1,,,,
django-wiki,1,,,,
drawswf,1,,,,
dymos,1,,,,
emma,1,,,,
exoportal,1,,,,
fitjava,1,,,,
fitlibraryforfitnesse,1,,,,
Flink,1,,,,
freecs,1,,,,
fulcrum,1,,,,
gajim,1,,,,
galleon,1,,,,
ganttproject,1,,,,
gensim,1,,,,
GitExtensions,1,,,,
Gnumeric,1,,,,
Groovy,1,,,,
gson,1,,,,
guava,1,,,,
guice,1,,,,
gunicorn,1,,,,
HDFS,1,,,,
helpy,1,,,,
heritrix,1,,,,
HibernateSearch,1,,,,
horizon,1,,,,
Hours,1,,,,
hsqldb,1,,,,
htmlunit,1,,,,
HttpClient,1,,,,
Httpcomp,1,,,,
Ignite,1,,,,
ILSpy,1,,,,
Imgui,1,,,,
informa,1,,,,
ipython,1,,,,
ireport,1,,,,
itext,1,,,,
ITK,1,,,,
ivatagroupware,1,,,,
Jadx,1,,,,
jag,1,,,,
james,1,,,,
jasml,1,,,,
javacc,1,,,,
jchempaint,1,,,,
Jenkins,1,,,,
jext,1,,,,
jFin_DateMath,1,,,,
JForum,1,,,,
jgroups,1,,,,
jmoney,1,,,,
joggplayer,1,,,,
jparse,1,,,,
jpf,1,,,,
jruby,1,,,,
jsXe,1,,,,
jtopen,1,,,,
JUnit4,1,,,,
Kafka,1,,,,
kandan,1,,,,
Karaf,1,,,,
keras,1,,,,
KSpread,1,,,,
Lakeside Mutual,1,,,,
libcloud,1,,,,
libgdx,1,,,,
Linux,1,,,,
logback,1,,,,
Mabatis,1,,,,
marauroa,1,,,,
MassTransit,1,,,,
mayan-edms,1,,,,
mayocat,1,,,,
MD PnP,1,,,,
megamek,1,,,,
mezzanine,1,,,,
mitmproxy,1,,,,
Mobile Media,1,,,,
Mockito,1,,,,
MonoDevelop,1,,,,
MPAndroidChart,1,,,,
mvnforum,1,,,,
MvvmFX,1,,,,
mwlib,1,,,,
MyBatis3,1,,,,
myfaces_core,1,,,,
Mylyn,1,,,,
Mythdroid,1,,,,
Mythmote,1,,,,
nakedobjects,1,,,,
Nancy,1,,,,
nekohtml,1,,,,
netty,1,,,,
Nifi,1,,,,
nltk,1,,,,
NSpec,1,,,,
ofBiz,1,,,,
offlineimap,1,,,,
OODT,1,,,,
Open GPSTracker,1,,,,
OpenEMR,1,,,,
openjms,1,,,,
openPDC,1,,,,
Opensudoku,1,,,,
OpenWrt,1,,,,
oscache,1,,,,
pandas,1,,,,
petclinic,1,,,,
picocontainer,1,,,,
pmd,1,,,,
pooka,1,,,,
presto,1,,,,
proguard,1,,,,
Qt,1,,,,
quartz,1,,,,
quasar,1,,,,
quickserver,1,,,,
Rebus,1,,,,
redmine,1,,,,
Replicaisland,1,,,,
Rhino,1,,,,
Ringdroid,1,,,,
Robolectric,1,,,,
Robot-shop,1,,,,
rssowl,1,,,,
rstat.us,1,,,,
sablecc,1,,,,
SalesPlus,1,,,,
sandmark,1,,,,
Scriptcs,1,,,,
Search Light,1,,,,
Selenium,1,,,,
Share My Position,1,,,,
sharetribe,1,,,,
SignalR,1,,,,
SimpleData,1,,,,
Sipdroid,1,,,,
SIPLOM,1,,,,
slf4j,1,,,,
Sock Shop,1,,,,
SoftServe,1,,,,
Soletta,1,,,,
Solitaire,1,,,,
Solo,1,,,,
Solr,1,,,,
SolrNet,1,,,,
Sonarlint,1,,,,
spark,1,,,,
Speedment,1,,,,
Spina,1,,,,
Springblog,1,,,,
Spring-boot,1,,,,
springframework,1,,,,
SQuirreL SQL,1,,,,
squirrel_sql,1,,,,
SubscriberDB,1,,,,
sunflow,1,,,,
sunrise-java,1,,,,
Swagger,1,,,,
SweetHome3D,1,,,,
System J,1,,,,
tablesaw,1,,,,
tapestry,1,,,,
Terrier,1,,,,
Thunderbird,1,,,,
Tiki,1,,,,
TNTConc.,1,,,,
trove,1,,,,
velocity,1,,,,
